source,target,rating
3625,3578,5.5
3571,3623,6.5
3623,3571,6.5
2266,1290,3.5
3617,35,5.5
3626,3571,5.5
2388,3319,6.0
3571,3626,6.5
2642,3050,6.5
3540,3627,8.0
3627,3540,8.0
2642,3533,5.5
3533,2642,5.5
2642,3628,5.5
3628,2642,5.5
3578,3580,6.0
546,3571,6.0
3571,546,6.5
3588,35,5.5
1352,3262,6.0
3262,1352,6.0
3262,545,6.5
3247,2642,7.0
1810,2942,9.0
3623,2125,6.5
2125,3623,5.5
2803,1899,5.5
1899,2803,5.5
35,3588,5.5
35,3631,5.5
35,3632,5.5
35,3633,5.5
35,3634,5.5
35,3635,5.5
3512,3513,6.0
3629,3571,6.0
2607,1832,5.5
2642,3368,6.0
135,3445,4.5
135,3314,0.0
135,3636,5.5
2125,3637,5.5
2642,304,6.0
304,2642,6.5
1810,2498,6.0
2835,2498,5.5
3451,3515,0.0
3018,3639,5.5
3639,3018,5.5
3608,2642,6.5
2835,664,5.5
3204,2056,5.5
3459,3519,6.0
2897,3408,5.5
3408,2897,5.5
2897,2125,8.5
171,3229,5.5
3229,171,5.5
3642,215,5.5
2296,3643,5.5
3643,2296,5.5
2388,3644,6.5
2296,3626,5.5
3626,2296,5.5
3642,3645,5.5
3645,3642,5.5
2642,3229,5.5
2315,3642,5.5
3229,2642,6.0
3623,2642,6.0
2642,3623,6.0
1018,2880,7.0
2388,3592,6.0
1885,230,6.5
2194,1528,6.5
2642,3582,5.5
3582,2642,6.0
2125,3646,5.5
2642,3647,5.5
3647,2642,6.5
3476,2625,6.5
2625,3476,6.0
1018,2692,8.5
1953,3641,6.0
3451,3624,5.5
3641,1953,6.0
3624,3451,5.5
3618,35,5.5
3451,2642,6.0
3624,2625,5.5
35,3648,5.5
546,1018,6.5
3581,2398,5.5
3581,2437,7.5
3648,35,5.5
1639,3549,5.5
3549,1639,5.5
23,1217,8.5
3397,3645,5.5
1953,2878,6.5
2878,1953,6.5
3645,3397,6.0
3519,3459,6.0
1018,3466,0.0
1810,3466,2.5
3381,3466,0.0
1334,3549,5.5
3549,1334,5.5
1651,545,6.0
1018,3650,5.5
3650,1018,5.5
3582,2625,7.5
3578,3024,5.5
3006,1018,6.5
2194,1948,8.0
1991,3624,5.5
3624,1991,5.5
1810,2098,6.0
2098,1810,6.0
3195,1565,6.0
2125,1899,7.0
2125,1810,7.0
1565,3195,5.5
2642,2897,6.5
3571,1018,6.5
1899,2125,7.0
1018,3571,6.0
2437,3581,6.0
1953,3652,5.5
3652,1953,5.5
3653,3654,5.5
2961,25,10.0
3654,3653,5.5
2125,3655,5.5
3655,2125,5.5
3219,493,7.0
493,3219,7.0
2388,3465,5.5
3543,3545,6.0
2897,3657,5.5
3657,2897,5.5
3615,35,10.0
3658,2028,6.5
2897,2642,6.5
1565,3659,5.5
2897,3615,5.5
3615,2897,10.0
2028,3531,6.0
3531,2028,6.0
2296,3661,5.5
3661,2296,6.0
2174,1615,7.0
2642,2079,5.5
2079,2642,5.5
2642,3535,6.5
3535,2642,6.5
2028,3465,6.0
3381,1899,5.5
1899,3381,5.5
3659,1565,5.5
3545,160,10.0
3545,3655,6.5
3655,3545,6.0
2064,3593,6.5
3024,3578,5.5
3465,3653,5.5
3653,3465,5.5
2306,2042,5.5
2042,2306,5.5
2642,2755,6.0
2755,2642,6.0
2642,3662,5.5
3662,2642,6.5
3663,2625,5.5
2642,2728,6.0
2625,3664,5.5
361,2625,6.0
2625,361,6.0
3665,2125,5.5
3665,3428,5.5
3665,1810,5.5
3665,1565,5.5
1693,3640,5.5
2266,3619,0.0
13,3624,5.5
3624,13,5.5
1810,2594,5.5
2173,2028,9.0
3023,3666,5.5
3666,3023,5.5
3665,896,10.0
493,3667,6.0
3667,493,7.0
2642,3668,5.5
3668,2642,5.5
1981,2642,6.0
3669,178,6.0
178,3669,5.5
1018,3671,5.5
3671,230,5.5
455,3571,6.0
3571,455,6.0
353,1317,6.5
1317,353,6.0
2,41,6.0
35,3666,5.5
3107,2125,5.5
2125,3107,5.5
3666,35,5.5
3665,3672,4.5
3672,3665,0.0
1615,2174,6.0
1615,3155,5.5
3653,3475,5.5
3669,3475,6.0
3664,2625,6.5
3475,3653,5.5
3475,3669,6.0
2028,3658,6.5
3029,2861,6.0
1018,3673,5.5
3653,3674,5.5
3674,3653,5.5
159,2724,4.5
2642,3319,5.5
3319,2642,6.0
3549,3366,5.5
3501,1953,6.0
2642,3675,6.0
3675,2642,8.5
2642,1612,7.0
2388,2724,4.5
2642,3664,7.0
3664,2642,7.0
3219,3366,7.5
3366,3219,7.5
2296,3676,5.5
3676,2296,5.5
35,1113,6.0
1113,35,6.0
13,160,6.0
160,13,6.0
1412,3669,5.5
3669,1412,6.5
3670,2296,6.0
3189,3018,6.0
1675,3624,5.5
2642,3677,5.5
3677,2642,6.5
3451,3678,5.5
3678,3451,10.0
2642,3679,5.5
1819,1289,5.5
1289,1819,5.5
3679,2642,5.5
1018,841,5.5
3624,1675,5.5
2437,3680,5.5
3680,2437,5.5
3475,2642,5.5
2642,3475,5.5
2642,3549,5.5
3549,2642,5.5
3018,3641,5.5
3641,3018,5.5
2625,3592,5.5
3592,2625,5.5
3635,35,5.5
2642,3681,5.5
3681,2642,5.5
2647,3641,5.5
3641,2647,5.5
1334,3349,6.0
3349,1334,6.0
3668,3451,5.5
3451,3668,5.5
3451,3648,5.5
3648,3451,5.5
2296,3682,5.5
3682,2296,5.5
3667,3648,6.5
3533,3669,5.5
3669,3533,6.0
3630,3451,5.5
3577,35,6.5
35,3577,6.0
2625,3611,5.5
3611,2625,6.5
1018,3646,5.5
192,1352,5.5
1555,13,7.5
160,3545,6.5
841,1018,5.5
2642,3107,6.5
2642,3317,5.5
3317,2642,5.5
2642,2487,6.0
3683,2125,5.5
2642,3684,5.5
3684,2642,6.5
2642,3585,7.0
3669,3685,6.0
3669,3686,5.5
3686,3669,5.5
2642,3687,5.5
3687,2642,6.5
3545,2642,5.5
2642,3545,5.5
3688,2642,6.5
3545,2388,7.5
2388,3545,8.0
2110,1923,5.5
1923,2110,5.5
3683,1923,5.5
1923,3683,5.5
2625,1334,6.0
1675,3669,5.5
2004,664,5.5
3545,2028,6.0
2028,3545,5.5
3549,3445,5.5
3669,2801,5.5
2004,35,6.5
35,3690,5.5
35,3691,5.5
35,3692,5.5
35,3693,5.5
3663,35,5.5
2378,3694,5.5
1318,2897,0.0
2266,2897,1.0
3349,3669,6.5
3669,3349,6.0
2141,3646,5.5
3669,3695,6.0
3695,3669,9.5
2642,3696,6.0
500,2188,6.5
2642,1967,6.5
1967,2642,6.0
3656,3219,8.0
1953,2907,7.0
2907,1953,7.0
1018,3697,5.5
2028,2067,8.5
2296,3648,5.5
3648,2296,5.5
3624,3698,5.5
312,3624,5.5
3624,312,5.5
2125,3683,6.0
3571,3629,6.0
3696,2642,6.0
3696,35,6.0
35,3208,6.0
2266,714,3.5
2266,418,3.5
3669,3670,7.0
3670,3669,7.0
3697,1018,5.5
3219,3700,6.0
3700,3219,6.0
3653,2266,5.5
2266,3653,5.5
2266,3223,5.5
3223,2266,5.5
1565,2249,6.0
2249,1565,6.0
3342,1810,6.0
2755,455,6.0
455,2755,6.0
3342,2755,5.5
2755,3342,5.5
1810,1502,7.5
1502,1810,8.0
3140,2725,2.5
2266,2125,7.0
3673,1018,6.0
1018,1159,6.0
3595,3107,7.5
3219,3701,6.0
2642,3702,5.5
2692,1624,6.0
2692,1018,8.5
3702,2642,5.5
3701,3219,6.0
1953,3074,6.0
3074,1953,6.0
2642,3366,6.0
3366,2642,6.5
3366,3445,6.5
180,2642,5.5
2642,180,5.5
2028,2652,6.0
2652,2028,6.5
2642,2315,7.0
3699,2125,6.0
1529,1201,7.0
3669,3704,5.5
2188,500,6.5
3669,3705,5.5
3705,3669,5.5
3669,2961,5.5
2961,3669,5.5
2296,3706,5.5
3706,2296,5.5
2388,3707,5.5
664,3669,5.5
3669,664,5.5
1185,3708,6.0
3708,1185,7.0
2767,35,8.5
2661,2642,5.5
2661,1154,6.5
2661,3374,6.0
1159,1018,6.0
3219,3656,8.0
1018,3496,5.5
3219,3709,5.5
3709,3219,5.5
1018,3710,5.5
2266,1289,5.5
3710,1018,5.5
1018,2125,6.5
1565,1318,10.0
3422,1953,5.5
1001,3099,6.0
1001,1396,6.0
1001,3597,6.0
1334,2165,5.5
1953,3422,5.5
1396,1001,6.0
3620,1953,5.5
1953,3620,5.5
1334,2404,5.5
2404,1334,5.5
3366,3000,6.0
3000,3366,6.0
664,2835,5.5
1899,3366,5.5
3018,3712,5.5
3712,3018,5.5
1620,1565,7.0
1620,1731,6.0
1731,1620,6.0
3223,3713,6.0
3223,3679,5.5
3679,3223,5.5
2625,3223,9.0
3223,2125,5.5
2642,856,6.0
856,2642,6.5
1953,3694,5.5
3694,1953,5.5
856,6,7.5
6,856,9.0
6,2188,9.5
6,2187,7.5
6,1752,7.5
3592,3223,7.5
1352,192,5.5
3715,2296,5.5
2004,3716,5.5
35,3717,5.5
3717,35,5.5
3713,3223,6.0
35,3663,5.5
35,3718,5.5
3704,3669,5.5
2262,1675,7.5
2125,1018,6.5
2028,3408,5.5
1018,2594,5.5
2594,1018,7.0
1,3719,5.5
3719,1,5.5
3649,3720,5.5
3720,3649,5.5
3600,2625,6.5
3366,2755,5.5
363,3669,5.5
1693,2948,5.5
3669,363,5.5
3715,3689,5.5
3161,3689,5.5
3715,3161,6.0
3161,3715,6.0
3689,3161,5.5
3721,3666,5.5
2642,3722,5.5
3666,1437,5.5
2948,1693,5.5
3593,545,6.0
3593,2188,7.0
1899,2755,5.5
2755,1899,5.5
3549,1810,5.5
3716,2004,5.5
1810,3549,5.5
2388,1471,5.5
1471,2388,5.5
3689,2266,5.5
3689,3723,6.5
3113,1802,5.5
1802,3113,5.5
3723,3689,10.0
2642,3724,6.5
2642,3725,5.5
3725,2642,6.5
3724,2642,7.5
415,2233,6.0
2431,35,6.5
3593,36,5.5
36,3593,5.5
1185,3726,5.5
2897,1318,0.0
2266,3727,5.5
3727,2266,5.5
2642,3618,6.0
3618,2642,6.0
3703,2642,6.5
2642,3703,7.0
3703,25,7.5
2642,3342,6.5
3342,2642,6.5
3718,35,5.5
1512,1693,6.5
1565,2188,5.5
35,2431,6.0
35,3677,5.5
3677,35,6.0
3524,3366,5.5
2625,3520,5.5
1815,3578,5.5
3520,2625,5.5
537,2934,5.5
3666,3524,5.5
2934,537,5.5
3524,3666,5.5
2296,3714,5.5
3714,2296,5.5
3725,3223,6.5
3223,3725,5.5
3223,3592,7.5
2388,3728,5.5
41,2742,5.5
2742,41,5.5
2296,3729,5.5
3729,2296,5.5
1859,2840,6.0
2840,1859,6.0
3646,1018,5.5
202,3730,5.5
3646,2125,9.0
3730,202,5.5
35,3696,5.5
3366,2188,6.5
2661,3006,6.0
3666,3731,5.5
3731,3666,5.5
3731,3732,5.5
3732,3731,10.0
537,3366,6.0
2755,3733,6.0
256,2819,5.5
2819,256,5.5
3450,3734,5.5
256,3735,5.5
3735,256,6.0
2934,1764,6.0
3735,35,5.5
1764,2333,6.5
1810,1693,6.0
1693,1810,5.5
3394,3736,5.5
436,3737,6.0
3389,2977,6.5
2977,3389,5.5
3735,3738,5.5
171,3000,6.0
3000,171,6.0
3738,3735,6.0
1967,1352,6.5
2977,1810,5.5
1810,2977,5.5
3641,3366,5.5
3735,3366,5.5
3669,3699,5.5
3699,3669,5.5
2625,3722,5.5
2487,3738,5.5
1113,3699,6.0
3699,1113,5.5
2661,3734,7.0
3738,2487,6.0
1802,3374,5.5
3628,3738,6.0
3738,3628,6.0
35,3739,5.5
35,3740,5.5
35,3741,5.5
35,3720,5.5
35,3742,5.5
2538,3734,6.5
3734,1976,6.5
3734,2661,7.0
3734,1948,6.5
3734,1289,5.5
3739,35,5.5
2045,3582,5.5
3582,2045,6.0
1289,3734,5.5
1018,3237,5.5
3237,1018,5.5
1437,3666,5.5
2962,3744,10.0
3160,3745,5.5
3745,3160,6.0
1948,3734,6.5
3160,3389,5.5
3389,3160,5.5
3660,963,5.5
963,3660,6.5
1693,1528,5.5
3733,2755,6.0
2625,3735,5.5
3735,2625,5.5
2644,1764,10.0
1802,3744,0.0
1363,3744,0.0
2658,3744,0.0
3744,2962,10.0
2296,3744,0.0
3744,23,10.0
2647,3744,0.0
415,2289,5.5
2289,415,5.5
2647,2962,0.0
2647,2017,0.0
2067,2017,0.0
2045,3744,0.0
1386,2962,0.0
2028,3744,0.0
2144,1764,9.0
3660,3747,5.5
3653,1555,5.5
1555,3653,5.5
3653,3749,5.5
3749,3653,5.5
3366,1948,10.0
35,3750,5.5
3018,3751,5.5
3620,3165,5.5
3751,3018,5.5
3165,3620,5.5
3736,3394,5.5
3740,35,5.5
3661,3669,5.5
3669,3661,5.5
3740,1629,6.0
1629,3740,6.0
3669,3752,5.5
3270,3699,5.5
3699,3270,5.5
3752,3669,7.5
3739,3753,5.5
3747,3660,5.5
2848,2725,0.0
3735,2125,5.5
3735,3649,5.5
2125,3735,5.5
3649,3735,5.5
2388,2848,5.5
35,3754,5.5
35,3735,5.5
2310,1289,5.5
3738,3669,6.0
3669,3738,5.5
3744,1670,10.0
3744,1743,10.0
3744,29,10.0
3744,1967,10.0
2252,3744,2.5
2252,2017,2.5
3744,1383,0.0
3744,2125,10.0
3744,535,10.0
3744,2173,10.0
3744,493,10.0
3744,2438,10.0
3669,3755,5.5
3744,3736,10.0
3755,3669,7.5
3744,3394,10.0
3669,3329,5.5
3329,3669,5.5
1948,3744,0.0
1289,2310,5.5
3319,1289,5.5
1289,3319,5.5
1316,3744,0.0
3756,1383,0.0
3744,2017,10.0
3744,3756,10.0
3757,2017,10.0
3757,3756,10.0
3219,3319,5.5
2658,3756,0.0
2658,3757,0.0
3319,3219,5.5
1363,2962,0.0
2067,3757,0.0
2028,3757,0.0
1363,3757,0.0
2067,3756,0.0
3756,3744,10.0
3756,2017,10.0
3756,3757,10.0
3631,35,5.5
3756,2962,10.0
3666,3758,5.5
3757,2962,10.0
3758,3666,5.5
1386,3759,0.0
2067,3759,0.0
3744,3757,10.0
3744,3759,10.0
2067,3744,0.0
3759,2962,10.0
3759,3744,10.0
3759,3756,10.0
3759,3757,10.0
3759,2017,10.0
2658,3759,0.0
2028,3759,0.0
2067,3760,0.0
1386,3760,0.0
2658,3760,0.0
3744,3760,10.0
3760,2962,10.0
3760,2017,10.0
3760,3756,10.0
3760,3757,10.0
3760,3759,10.0
3760,3744,10.0
1318,3760,0.0
1318,192,6.0
3389,3211,5.5
3211,3389,5.5
1810,3760,0.0
2067,3761,5.5
1018,3013,6.5
1612,3219,5.5
3219,1612,5.5
3669,3764,5.5
3389,3669,6.5
3669,3389,6.0
2028,3756,0.0
1905,3744,0.0
3669,3600,5.5
3600,3669,5.5
537,3744,4.5
2202,3649,5.5
3649,2202,5.5
3366,2296,10.0
1953,3765,5.5
3765,1953,5.5
3765,3018,5.5
2733,2725,0.0
3018,3765,5.5
2647,3756,0.0
2647,3757,0.0
2647,3759,0.0
2647,3760,0.0
3703,2755,5.5
2755,3703,6.0
3113,3744,0.0
17,3219,5.5
3649,3767,5.5
3272,2028,5.5
3219,2961,7.5
3767,3649,5.5
2019,1810,10.0
2388,3528,5.5
3374,3744,0.0
3528,2388,5.5
1731,2158,5.5
2262,3734,9.0
664,1629,5.5
2835,1629,5.5
1629,664,5.5
1629,2835,6.0
664,3749,5.5
3749,664,5.5
3735,3767,5.5
3767,3735,5.5
2835,13,6.5
2110,3738,5.5
3738,2110,5.5
3766,1352,7.5
1859,17,6.0
17,1859,5.5
17,3744,0.0
1318,3744,0.0
1318,3756,0.0
1318,3757,0.0
1318,3759,0.0
1675,3653,6.0
3219,3768,5.5
3768,3219,5.5
3666,3721,6.0
361,3769,8.5
3769,361,8.5
3660,3769,6.5
3697,1565,5.5
2625,3703,6.5
3703,2625,7.0
3649,2835,5.5
3666,3451,5.5
3451,3666,5.5
3719,3770,5.5
3770,3719,5.5
2125,3771,5.5
3771,2125,6.0
3653,2409,5.5
3653,1412,5.5
1412,3653,5.5
3620,3765,5.5
2243,3735,5.5
3768,3653,5.5
3735,2243,5.5
35,3773,5.5
35,3774,5.5
3734,2262,6.5
3735,2388,5.5
3734,3103,6.0
1316,3756,0.0
1316,3757,0.0
1316,3760,0.0
3653,3768,5.5
3735,3629,5.5
2296,3366,5.5
3735,3775,5.5
3629,3735,6.0
3086,3776,6.0
3735,3699,5.5
3699,3735,5.5
3408,3777,6.0
3777,3408,6.0
2262,3744,0.0
2642,3778,6.0
3778,2642,6.5
2642,3735,5.5
3735,2642,5.5
3735,2262,5.5
3723,2642,8.0
1512,1810,7.0
2266,1810,7.5
363,3744,0.0
1859,3779,5.5
2064,2147,6.5
2642,3769,6.0
3769,2642,6.0
3779,1859,7.5
3660,3781,7.5
3781,3782,5.5
3669,1810,6.0
3781,3783,5.5
3769,3783,6.0
3783,3781,5.5
3783,3769,5.5
1810,3669,6.0
2840,3744,0.0
270,3744,0.0
270,3756,0.0
270,3759,0.0
270,3760,0.0
3219,17,5.5
1840,3744,0.0
270,3757,0.0
17,3784,5.5
3784,17,5.5
3768,2625,5.5
3786,3744,0.0
3786,3756,0.0
3786,3757,0.0
3786,2017,0.0
3787,3744,0.0
3787,3756,0.0
3787,3757,0.0
3787,2017,0.0
3788,2017,0.0
3789,3744,0.0
3789,2017,0.0
3790,2017,0.0
3792,2017,0.0
3793,2017,0.0
3791,2017,0.0
3794,2017,0.0
3795,2017,0.0
3785,2017,0.0
2028,3649,6.5
3653,3796,5.5
3774,35,5.5
3219,3798,5.5
3798,3219,6.0
1566,1352,0.0
2067,3795,0.0
2067,3794,0.0
2067,3793,0.0
2067,3792,0.0
2067,3791,0.0
2067,3790,0.0
2067,3789,0.0
2067,3788,0.0
2067,3787,0.0
2067,3786,0.0
2067,3785,0.0
664,2004,5.5
3744,2934,10.0
180,2406,5.5
2406,180,5.5
3756,2934,10.0
3757,2934,10.0
3759,2934,10.0
3760,2934,10.0
3785,1810,10.0
3785,1802,10.0
3660,1802,5.5
3649,3799,5.5
3799,3649,5.5
2125,3800,5.5
3800,2125,5.5
178,3801,5.5
3801,178,5.5
178,687,5.5
178,2404,5.5
178,3784,5.5
3784,178,5.5
3799,2840,5.5
687,178,5.5
2388,3366,5.5
2404,178,5.5
3738,3380,6.0
3380,3738,6.0
2835,3649,6.0
3669,1675,6.5
3738,3802,6.0
3802,3738,6.0
3669,2625,6.5
2625,3669,6.5
3366,2388,5.5
3578,3803,5.5
2113,3744,0.0
792,2642,7.5
3803,3578,5.5
3803,3804,5.5
3366,3804,6.0
3804,3366,6.0
3803,35,5.5
3798,3724,5.5
3724,3798,5.5
3699,2318,5.5
2296,3640,5.5
2318,3699,5.5
3374,1802,6.5
2028,2328,7.5
2028,3366,8.5
1629,3656,5.5
3656,1629,5.5
1819,2028,6.0
35,3805,5.5
35,3758,5.5
35,3767,5.5
35,3803,5.5
3805,35,5.5
3767,35,5.5
2625,2845,5.5
2845,2625,5.5
3742,35,5.5
3807,3653,5.5
3669,3780,6.0
3780,3669,5.5
481,3744,0.0
481,3756,0.0
481,3757,0.0
481,3759,0.0
481,3760,0.0
2045,2962,0.0
2045,3756,0.0
2045,3757,0.0
2045,3759,0.0
2045,3760,0.0
17,3756,0.0
17,3757,0.0
17,3759,0.0
17,3760,0.0
2351,3756,0.0
2351,3757,0.0
2351,3759,0.0
2351,3760,0.0
2642,3808,5.5
3808,2642,5.5
481,2642,5.5
2642,481,5.5
2625,3738,5.5
3738,2625,6.0
1001,3744,0.0
3649,3810,5.5
2642,3649,5.5
2642,3810,5.5
2262,3735,6.0
3590,2328,5.5
35,3811,5.5
3574,3797,6.5
3810,3649,5.5
3810,6,5.5
2642,3160,6.0
3160,2642,7.5
2266,3699,6.0
3408,3812,4.5
3699,2266,6.0
3738,3767,6.0
3767,3738,6.0
2897,3744,0.0
2897,96,0.0
2897,2266,0.0
3738,3023,6.0
1948,3756,0.0
1948,3757,0.0
3738,3656,6.0
3656,3738,5.5
3656,2404,5.5
3086,1502,5.5
1502,3086,5.5
1502,664,5.5
664,1502,5.5
2404,3656,5.5
2642,2612,6.0
2612,2642,6.0
3454,2625,6.5
3646,3735,6.0
3646,2141,5.5
2642,3813,5.5
3813,2642,5.5
2328,3161,5.5
3161,2328,5.5
2642,2865,5.5
3161,3744,0.0
3813,3744,0.0
2835,2897,4.5
2865,2642,5.5
2835,3744,0.0
96,2897,0.0
2470,1217,9.0
3345,2642,5.5
1675,2642,7.5
3656,1675,5.5
1675,3656,5.5
2642,1675,7.5
2642,3814,5.5
3814,2642,5.5
3815,2642,7.5
3735,3646,5.5
2642,3336,5.5
3336,2642,7.0
3797,3735,5.5
3735,3797,5.5
2642,3797,6.0
3797,2642,6.5
3735,366,5.5
1885,3744,0.0
3806,35,5.5
540,2835,5.5
2835,540,5.5
1612,1885,6.0
1885,1612,6.0
1612,3738,5.5
3738,1612,6.0
1810,2012,6.0
2012,1810,7.5
2404,3781,5.5
3781,2404,5.5
3796,3653,5.5
146,3817,6.0
3817,146,6.0
35,3818,5.5
35,3819,5.5
35,3808,5.5
3803,3666,5.5
3666,3803,5.5
732,3797,6.5
3797,732,6.5
2642,3345,5.5
3775,3735,5.5
1412,3099,6.0
3099,1412,6.0
3810,3797,5.5
2388,1412,6.0
2642,3822,5.5
3822,2642,5.5
3735,3823,5.5
3823,3735,6.0
2625,3715,5.5
3715,2642,6.0
3715,2625,5.5
3715,2388,5.5
2388,3715,5.5
2642,3825,5.5
3825,2642,5.5
366,3807,5.5
1802,3714,5.5
3807,366,6.0
2625,1555,5.5
1555,2625,5.5
1555,3808,5.5
3808,1555,5.5
2897,3655,5.5
3808,35,5.5
2304,3815,5.5
1967,3653,5.5
2625,3113,7.5
3653,3735,5.5
3735,3653,5.5
2693,3408,4.5
3649,1967,5.5
3815,2304,7.5
2635,3826,5.5
1967,3649,5.5
3653,3807,6.0
3653,3490,5.5
3653,3099,5.5
3099,3653,5.5
3660,2028,5.5
3490,3653,6.0
3099,202,7.0
1885,1656,6.5
3653,1967,5.5
1018,3744,0.0
3828,35,5.5
3735,3800,5.5
3800,3735,5.5
3797,1899,5.5
1899,3797,5.5
2388,3829,5.5
3829,2388,7.5
2404,3830,5.5
3830,2404,5.5
3735,2404,5.5
2404,3735,5.5
3699,3653,5.5
3653,3699,5.5
2404,1629,5.5
1629,2404,5.5
2897,1810,5.5
1957,35,5.5
1584,3744,0.0
3828,2202,5.5
2202,3828,5.5
3832,2625,5.5
3451,3815,5.5
3815,3451,5.5
1743,3219,9.0
2897,1725,5.5
3765,3620,5.5
1752,3744,0.0
1018,3223,5.5
1490,1018,5.5
2642,3738,5.5
35,3382,5.5
3738,2642,6.0
35,3835,5.5
35,3836,5.5
3223,2625,10.0
312,3653,5.5
2642,2110,8.0
3653,3828,5.5
3653,312,5.5
3641,3517,5.5
3641,3260,5.5
2837,2897,4.5
3653,3385,5.5
3828,3838,5.5
3724,3828,5.5
3838,3828,5.5
3385,3653,5.5
3828,3724,6.0
2328,2388,6.5
35,3839,5.5
2328,3590,6.0
1018,1967,5.5
3737,436,5.5
3641,3165,5.5
2897,2028,4.5
2897,2725,0.0
700,3840,6.0
1502,2176,5.5
2176,1502,5.5
3840,700,5.5
3828,2176,5.5
2176,3828,5.5
3547,3653,5.5
2388,2244,5.5
2244,2388,5.5
3735,3841,5.5
2067,215,6.0
215,2067,5.5
1802,1832,6.5
3735,3842,5.5
3841,3735,6.0
3842,3735,6.0
882,3744,0.0
3735,767,5.5
2388,3735,6.0
767,3735,5.5
767,3738,5.5
3738,767,6.0
3161,3396,5.5
3547,3764,5.5
3764,3547,5.5
1612,1859,6.0
2397,3744,0.0
3819,35,6.0
3820,3843,5.5
3843,3820,5.5
3547,3699,10.0
3699,3547,5.5
2897,3844,5.5
3844,2897,5.5
3408,2693,5.5
2296,2017,0.0
3408,3744,5.5
3738,3828,6.0
3828,3738,6.0
3451,3655,5.5
3655,3451,5.5
346,3744,0.0
2378,2898,6.0
1318,3797,0.0
3800,2484,10.0
2625,1859,6.5
1859,2625,6.5
3655,3824,5.5
2485,3845,5.5
3845,2485,5.5
3824,3655,5.5
3490,3846,5.5
3846,3490,5.5
1938,35,7.5
3223,2642,8.0
3845,3847,5.5
3847,3845,5.5
2642,3848,5.5
3802,3656,7.0
3656,3802,6.5
3848,2642,5.5
3714,3653,7.5
3653,3714,6.0
3653,3849,5.5
3653,3746,5.5
3797,2266,0.0
2840,3797,5.5
3828,3850,5.5
3850,3828,5.5
3653,3851,5.5
3851,3852,7.5
3852,3851,7.5
3850,3853,5.5
3853,3850,5.5
3828,3843,6.0
3843,3828,6.0
3851,3854,7.5
3854,3851,5.5
1953,2371,5.5
3816,2796,3.5
687,3855,5.5
3855,687,5.5
1612,2642,6.5
2642,3856,6.0
3856,2642,7.5
3621,2296,6.0
2296,3621,6.0
3828,3857,5.5
3545,3856,5.5
3857,3828,5.5
3856,3545,5.5
3828,2860,5.5
687,2860,5.5
3229,2125,8.0
2404,1529,5.5
3735,2860,5.5
1555,3801,5.5
3801,1555,5.5
687,1555,5.5
2351,3744,0.0
3849,3653,5.5
2388,2328,6.0
3746,3858,5.5
3858,3746,5.5
687,3744,0.0
3002,35,5.5
687,3801,5.5
2378,3037,5.5
3037,2378,5.5
2961,687,5.5
3018,2852,6.5
2852,3018,6.5
2642,3846,5.5
3846,2642,5.5
2404,1018,5.5
1018,2404,5.5
3653,3250,6.0
3250,3653,6.0
3828,25,6.0
3856,25,4.5
1565,25,7.5
2770,3377,9.0
3801,687,5.5
2642,3056,7.0
3781,3850,5.5
3850,3781,5.5
1386,3859,9.0
35,3828,5.5
35,3860,5.5
3860,35,5.5
533,2125,5.5
2125,533,5.5
3689,2028,0.0
2625,1316,6.0
1316,2625,6.0
3653,3013,5.5
3223,2404,5.5
2404,3223,5.5
3845,2647,6.0
2642,3534,6.5
2642,3860,5.5
3860,2642,5.5
1933,3861,7.5
1933,2903,10.0
3801,2642,5.5
2642,3801,6.0
1810,2252,6.5
3504,3797,4.0
1953,3863,5.5
3863,1953,5.5
2878,3223,5.5
3776,3018,10.0
3776,3086,6.5
3776,3863,6.5
3776,3826,6.0
3863,3776,7.5
3861,2903,10.0
3861,1933,10.0
2903,3861,10.0
2903,1933,10.0
3511,3820,10.0
3820,3511,6.5
2266,3797,1.0
1953,3852,5.5
3852,1953,5.5
3223,3864,5.5
3864,3223,5.5
2252,3797,4.5
3165,3641,5.5
1953,3865,5.5
3865,1953,5.5
3865,3260,5.5
1334,3653,5.5
3653,1334,5.5
3223,1018,6.0
3748,3571,8.0
3735,3851,5.5
3851,3735,7.0
3735,3867,5.5
3735,3868,5.5
3867,3735,5.5
3868,3735,7.0
3735,3719,5.5
3719,3735,5.5
3800,3724,5.5
3724,3800,5.5
538,51,5.5
2647,3845,6.5
2647,3869,6.5
882,687,6.0
687,882,6.0
3834,1437,6.5
3869,2647,6.5
1504,3870,5.5
3501,3641,5.5
3641,3501,5.5
2625,3598,5.5
3598,2625,5.5
2625,3545,7.0
3545,2625,7.5
3856,2840,6.0
2635,3871,5.5
3871,3872,7.5
2840,3856,6.0
2635,3872,5.5
2954,1953,6.0
1953,2954,7.5
3738,687,6.5
3738,3873,5.5
3873,3738,5.5
687,3828,6.5
3828,687,6.5
3366,2028,0.0
3439,1154,5.5
687,3874,5.5
3874,687,5.5
51,538,6.0
687,3875,6.0
3875,687,6.0
1967,3876,9.5
2642,3820,6.0
3820,2642,6.5
3099,3877,5.5
332,3018,6.0
2141,3744,0.0
3767,3832,5.5
3832,3767,5.5
1437,3834,6.5
3500,3878,10.0
3878,3500,5.5
3527,3879,5.5
2635,3880,5.5
